Ride,Park,Queue Time,Country,Continent,Operator
Rat Mill,Familypark,20,Austria,Europe,Compagnie des Alpes
Leonardo's Flying Machines,Familypark,17,Austria,Europe,Compagnie des Alpes
Azurgo,Familypark,14,Austria,Europe,Compagnie des Alpes
Flying Fish,Familypark,14,Austria,Europe,Compagnie des Alpes
Tractor Ride,Familypark,13,Austria,Europe,Compagnie des Alpes
Beaver Lodge,Familypark,12,Austria,Europe,Compagnie des Alpes
Crocodile Splash Ride,Familypark,12,Austria,Europe,Compagnie des Alpes
Temple Slide,Familypark,12,Austria,Europe,Compagnie des Alpes
Lightning of the Gods,Familypark,11,Austria,Europe,Compagnie des Alpes
Jumping Frog,Familypark,10,Austria,Europe,Compagnie des Alpes
Amazonia,Bellewaerde,32,Belgium,Europe,Compagnie des Alpes
Huracan,Bellewaerde,21,Belgium,Europe,Compagnie des Alpes
Bengal Rapid River,Bellewaerde,20,Belgium,Europe,Compagnie des Alpes
Dawson Duel,Bellewaerde,20,Belgium,Europe,Compagnie des Alpes
Rio do Cafe,Bellewaerde,19,Belgium,Europe,Compagnie des Alpes
Jungle Mission,Bellewaerde,17,Belgium,Europe,Compagnie des Alpes
Boomerang,Bellewaerde,14,Belgium,Europe,Compagnie des Alpes
Brazilian Buggies,Bellewaerde,13,Belgium,Europe,Compagnie des Alpes
Hampi,Bellewaerde,13,Belgium,Europe,Compagnie des Alpes
Wakala,Bellewaerde,13,Belgium,Europe,Compagnie des Alpes
Fury,Bobbejaanland,22,Belgium,Europe,Parques Reunidos
Naga Bay,Bobbejaanland,21,Belgium,Europe,Parques Reunidos
Dreamcatcher,Bobbejaanland,20,Belgium,Europe,Parques Reunidos
Terra Magma,Bobbejaanland,20,Belgium,Europe,Parques Reunidos
Typhoon,Bobbejaanland,19,Belgium,Europe,Parques Reunidos
Revolution,Bobbejaanland,16,Belgium,Europe,Parques Reunidos
Wild Water Slide,Bobbejaanland,16,Belgium,Europe,Parques Reunidos
Bob Express,Bobbejaanland,14,Belgium,Europe,Parques Reunidos
Speedy Bob,Bobbejaanland,13,Belgium,Europe,Parques Reunidos
Oki Doki,Bobbejaanland,12,Belgium,Europe,Parques Reunidos
Heidi the Ride,Plopsaland de Panne,22,Belgium,Europe,Plopsa
Bumba's World Trip,Plopsaland de Panne,18,Belgium,Europe,Plopsa
K3 Roller Skater,Plopsaland de Panne,17,Belgium,Europe,Plopsa
Plop's Woods,Plopsaland de Panne,17,Belgium,Europe,Plopsa
DinoSplash,Plopsaland de Panne,15,Belgium,Europe,Plopsa
SuperSplash,Plopsaland de Panne,15,Belgium,Europe,Plopsa
Anubis The Ride,Plopsaland de Panne,14,Belgium,Europe,Plopsa
Plopsa Express (Heidiland),Plopsaland de Panne,14,Belgium,Europe,Plopsa
Ride to Happiness,Plopsaland de Panne,14,Belgium,Europe,Plopsa
The Tractors,Plopsaland de Panne,14,Belgium,Europe,Plopsa
Tiki Waka,Walibi Belgium,32,Belgium,Europe,Compagnie des Alpes
Pulsar,Walibi Belgium,23,Belgium,Europe,Compagnie des Alpes
Vampire,Walibi Belgium,23,Belgium,Europe,Compagnie des Alpes
Kondaa,Walibi Belgium,22,Belgium,Europe,Compagnie des Alpes
Werewolf,Walibi Belgium,22,Belgium,Europe,Compagnie des Alpes
Challenge of Tutankhamon,Walibi Belgium,20,Belgium,Europe,Compagnie des Alpes
Cobra,Walibi Belgium,19,Belgium,Europe,Compagnie des Alpes
Psyke Underground,Walibi Belgium,18,Belgium,Europe,Compagnie des Alpes
Radja River,Walibi Belgium,17,Belgium,Europe,Compagnie des Alpes
Calamity Mine,Walibi Belgium,15,Belgium,Europe,Compagnie des Alpes
Madagascar Crazy River Adventure!,Beto Carrero World,81,Brazil,South America,Other
Tchibum,Beto Carrero World,57,Brazil,South America,Other
Spin Blast,Beto Carrero World,47,Brazil,South America,Other
Raskapuska,Beto Carrero World,46,Brazil,South America,Other
Star Mountain,Beto Carrero World,46,Brazil,South America,Other
Firewhip,Beto Carrero World,40,Brazil,South America,Other
Roda-Gigante,Beto Carrero World,38,Brazil,South America,Other
Tigor Mountain,Beto Carrero World,38,Brazil,South America,Other
Big Tower,Beto Carrero World,37,Brazil,South America,Other
Rebulico,Beto Carrero World,32,Brazil,South America,Other
Yukon Striker,Canada's Wonderland,42,Canada,North America,Six Flags
Leviathan,Canada's Wonderland,40,Canada,North America,Six Flags
Snoopy's Racing Railway,Canada's Wonderland,40,Canada,North America,Six Flags
Wonder Mountain's Guardian,Canada's Wonderland,37,Canada,North America,Six Flags
White Water Canyon,Canada's Wonderland,33,Canada,North America,Six Flags
Backlot Stunt Coaster,Canada's Wonderland,32,Canada,North America,Six Flags
Vortex,Canada's Wonderland,32,Canada,North America,Six Flags
Behemoth,Canada's Wonderland,30,Canada,North America,Six Flags
Ghoster Coaster,Canada's Wonderland,29,Canada,North America,Six Flags
The Fly,Canada's Wonderland,28,Canada,North America,Six Flags
Monstre,La Ronde,47,Canada,North America,Six Flags
Toboggan Nordique,La Ronde,46,Canada,North America,Six Flags
Titan,La Ronde,32,Canada,North America,Six Flags
Splash,La Ronde,31,Canada,North America,Six Flags
Dragon,La Ronde,27,Canada,North America,Six Flags
Chaos,La Ronde,21,Canada,North America,Six Flags
Boomerang,La Ronde,20,Canada,North America,Six Flags
La Marche du Mille-pattes,La Ronde,20,Canada,North America,Six Flags
Goliath,La Ronde,19,Canada,North America,Six Flags
Orbite,La Ronde,18,Canada,North America,Six Flags
Dodgem,Chimelong Paradise,36,China,Asia,Chimelong Group
Rocket Roller Coaster,Chimelong Paradise,28,China,Asia,Chimelong Group
Pegasus Family Roller Coaster,Chimelong Paradise,27,China,Asia,Chimelong Group
10-Ring Roller Coaster,Chimelong Paradise,24,China,Asia,Chimelong Group
Flying Wheel,Chimelong Paradise,24,China,Asia,Chimelong Group
Vertical Roller Coaster,Chimelong Paradise,23,China,Asia,Chimelong Group
Four-Dimensional Cinema,Chimelong Paradise,21,China,Asia,Chimelong Group
Hop On and Off with Joy,Chimelong Paradise,21,China,Asia,Chimelong Group
Super Big Pendulum,Chimelong Paradise,21,China,Asia,Chimelong Group
Rapids,Chimelong Paradise,20,China,Asia,Chimelong Group
4D Cinema,Chimelong Safari Park,32,China,Asia,Chimelong Group
The Train Operates,Chimelong Safari Park,32,China,Asia,Chimelong Group
Cable Car Panda Paradise Station (Swan Lake),Chimelong Safari Park,22,China,Asia,Chimelong Group
Cable Car Panda Paradise Station (Huanyuan),Chimelong Safari Park,16,China,Asia,Chimelong Group
Cable Car Panda Paradise Station (African Savannah),Chimelong Safari Park,14,China,Asia,Chimelong Group
Soaring over the Horizon,Shanghai Disneyland,83,China,Asia,Disney
Seven Dwarfs Mine Train,Shanghai Disneyland,66,China,Asia,Disney
Zootopia Hot Pursuit,Shanghai Disneyland,56,China,Asia,Disney
Roaring Rapids,Shanghai Disneyland,55,China,Asia,Disney
Rex's Racer,Shanghai Disneyland,47,China,Asia,Disney
Tron Lightcycle Power Run,Shanghai Disneyland,43,China,Asia,Disney
Jet Packs,Shanghai Disneyland,35,China,Asia,Disney
Selfie Spot with Princesses,Shanghai Disneyland,34,China,Asia,Disney
Peter Pan's Flight,Shanghai Disneyland,31,China,Asia,Disney
The Many Adventures of Winnie the Pooh,Shanghai Disneyland,31,China,Asia,Disney
Flight of the Hippogriff,Universal Studios Beijing,64,China,Asia,Universal
Jurassic Flyers,Universal Studios Beijing,56,China,Asia,Universal
Harry Potter and the Forbidden Journey,Universal Studios Beijing,54,China,Asia,Universal
Jurassic World Adventure,Universal Studios Beijing,37,China,Asia,Universal
Transformers: Battle for the Allspark,Universal Studios Beijing,37,China,Asia,Universal
Loop-Dee Doop-Dee,Universal Studios Beijing,35,China,Asia,Universal
Despicable Me Minion Mayhem,Universal Studios Beijing,33,China,Asia,Universal
Decepticoaster,Universal Studios Beijing,29,China,Asia,Universal
Raptor Encounter,Universal Studios Beijing,26,China,Asia,Universal
Ollivanders,Universal Studios Beijing,17,China,Asia,Universal
DrageKongen,Djurs Sommerland,22,Denmark,Europe,Other
Juvelen,Djurs Sommerland,19,Denmark,Europe,Other
Rio Grande Rafting,Djurs Sommerland,18,Denmark,Europe,Other
Piraten,Djurs Sommerland,17,Denmark,Europe,Other
Thor's Hammer,Djurs Sommerland,17,Denmark,Europe,Other
Fossilvaskeren,Djurs Sommerland,16,Denmark,Europe,Other
Den Vilde Honsejagt,Djurs Sommerland,14,Denmark,Europe,Other
Tigeren,Djurs Sommerland,14,Denmark,Europe,Other
Dino Xpedition,Djurs Sommerland,13,Denmark,Europe,Other
Skatteoen,Djurs Sommerland,13,Denmark,Europe,Other
Flagermusen,Farup Sommerland,12,Denmark,Europe,Other
4D-Biografen,Farup Sommerland,11,Denmark,Europe,Other
Fonix,Farup Sommerland,11,Denmark,Europe,Other
Heste,Farup Sommerland,10,Denmark,Europe,Other
Farup Rafting,Farup Sommerland,9,Denmark,Europe,Other
Lynet,Farup Sommerland,9,Denmark,Europe,Other
Orkanen,Farup Sommerland,8,Denmark,Europe,Other
Saven,Farup Sommerland,8,Denmark,Europe,Other
Flodraketten,Farup Sommerland,6,Denmark,Europe,Other
Mine-Expressen,Farup Sommerland,6,Denmark,Europe,Other
Flying Eagle,Legoland Billund,22,Denmark,Europe,Merlin
Emmet's Flying Adventure,Legoland Billund,16,Denmark,Europe,Merlin
X-treme Racers,Legoland Billund,14,Denmark,Europe,Merlin
Lego Canoe,Legoland Billund,13,Denmark,Europe,Merlin
Polar X-plorer,Legoland Billund,13,Denmark,Europe,Merlin
Apocalypseburg Sky Battle,Legoland Billund,12,Denmark,Europe,Merlin
The Dragon,Legoland Billund,12,Denmark,Europe,Merlin
Ghost: The Haunted House,Legoland Billund,9,Denmark,Europe,Merlin
Ninjago: The Ride,Legoland Billund,9,Denmark,Europe,Merlin
The Temple,Legoland Billund,6,Denmark,Europe,Merlin
Wicker Man,Alton Towers,48,United Kingdom,Europe,Merlin
The Smiler,Alton Towers,46,United Kingdom,Europe,Merlin
Thirteen,Alton Towers,34,United Kingdom,Europe,Merlin
Rita,Alton Towers,33,United Kingdom,Europe,Merlin
Galactica,Alton Towers,32,United Kingdom,Europe,Merlin
Spinball Whizzer,Alton Towers,29,United Kingdom,Europe,Merlin
Get Set Go Treetop Adventure,Alton Towers,27,United Kingdom,Europe,Merlin
Octonauts Rollercoaster Adventure,Alton Towers,26,United Kingdom,Europe,Merlin
Runaway Mine Train,Alton Towers,25,United Kingdom,Europe,Merlin
Congo River Rapids,Alton Towers,24,United Kingdom,Europe,Merlin
Big One,Blackpool Pleasure Beach,26,United Kingdom,Europe,Other
Icon,Blackpool Pleasure Beach,24,United Kingdom,Europe,Other
Valhalla,Blackpool Pleasure Beach,23,United Kingdom,Europe,Other
Avalanche,Blackpool Pleasure Beach,20,United Kingdom,Europe,Other
Infusion,Blackpool Pleasure Beach,20,United Kingdom,Europe,Other
Nickelodeon Streak,Blackpool Pleasure Beach,19,United Kingdom,Europe,Other
Big Dipper,Blackpool Pleasure Beach,17,United Kingdom,Europe,Other
Ghost Train,Blackpool Pleasure Beach,16,United Kingdom,Europe,Other
Grand National,Blackpool Pleasure Beach,16,United Kingdom,Europe,Other
Steeplechase,Blackpool Pleasure Beach,15,United Kingdom,Europe,Other
Dragon's Fury,Chessington World of Adventures,45,United Kingdom,Europe,Merlin
Vampire,Chessington World of Adventures,42,United Kingdom,Europe,Merlin
KOBRA,Chessington World of Adventures,30,United Kingdom,Europe,Merlin
Mandrill Mayhem,Chessington World of Adventures,30,United Kingdom,Europe,Merlin
Rattlesnake,Chessington World of Adventures,29,United Kingdom,Europe,Merlin
River Rafts,Chessington World of Adventures,27,United Kingdom,Europe,Merlin
ZUFARI: Ride Into Africa,Chessington World of Adventures,27,United Kingdom,Europe,Merlin
Croc Drop,Chessington World of Adventures,25,United Kingdom,Europe,Merlin
Tiger Rock,Chessington World of Adventures,25,United Kingdom,Europe,Merlin
The Gruffalo River Ride Adventure,Chessington World of Adventures,23,United Kingdom,Europe,Merlin
Flight of the Sky Lion,Legoland Windsor,39,United Kingdom,Europe,Merlin
Coastguard HQ,Legoland Windsor,31,United Kingdom,Europe,Merlin
Pirate Falls Treasure Quest,Legoland Windsor,31,United Kingdom,Europe,Merlin
Lego Ninjago The Ride,Legoland Windsor,30,United Kingdom,Europe,Merlin
Hydra's Challenge,Legoland Windsor,29,United Kingdom,Europe,Merlin
Laser Raiders,Legoland Windsor,29,United Kingdom,Europe,Merlin
Fire Academy,Legoland Windsor,28,United Kingdom,Europe,Merlin
Duplo Dino Coaster,Legoland Windsor,25,United Kingdom,Europe,Merlin
The Dragon,Legoland Windsor,25,United Kingdom,Europe,Merlin
Lego City Driving School,Legoland Windsor,24,United Kingdom,Europe,Merlin
Miss Rabbit's Helicopter Flight,Paultons Park,20,United Kingdom,Europe,Other
George's Dinosaur Adventure,Paultons Park,18,United Kingdom,Europe,Other
Grampy Rabbit's Sailing Club,Paultons Park,16,United Kingdom,Europe,Other
The Queen's Flying Coach Ride,Paultons Park,15,United Kingdom,Europe,Other
Daddy Pig's Car Ride,Paultons Park,14,United Kingdom,Europe,Other
Buffalo Falls,Paultons Park,13,United Kingdom,Europe,Other
Flight of the Pterosaur,Paultons Park,13,United Kingdom,Europe,Other
Splash Lagoon,Paultons Park,13,United Kingdom,Europe,Other
Cobra,Paultons Park,12,United Kingdom,Europe,Other
Peppa's Big Balloon Ride,Paultons Park,12,United Kingdom,Europe,Other
Hyperia,Thorpe Park,83,United Kingdom,Europe,Merlin
Ghost Train,Thorpe Park,41,United Kingdom,Europe,Merlin
Saw The Ride,Thorpe Park,41,United Kingdom,Europe,Merlin
Colossus,Thorpe Park,40,United Kingdom,Europe,Merlin
Nemesis Inferno,Thorpe Park,36,United Kingdom,Europe,Merlin
Storm Surge,Thorpe Park,34,United Kingdom,Europe,Merlin
The Swarm,Thorpe Park,31,United Kingdom,Europe,Merlin
Stealth,Thorpe Park,29,United Kingdom,Europe,Merlin
Rush,Thorpe Park,22,United Kingdom,Europe,Merlin
Samurai,Thorpe Park,21,United Kingdom,Europe,Merlin
Princess Pavilion,Disneyland Park Paris,71,France,Europe,Disney
Meet Mickey Mouse,Disneyland Park Paris,52,France,Europe,Disney
Big Thunder Mountain,Disneyland Park Paris,43,France,Europe,Disney
Disneyland Railroad (Main Street),Disneyland Park Paris,43,France,Europe,Disney
Peter Pan's Flight,Disneyland Park Paris,41,France,Europe,Disney
Disneyland Railroad (Discoveryland),Disneyland Park Paris,32,France,Europe,Disney
Buzz Lightyear Laser Blast,Disneyland Park Paris,30,France,Europe,Disney
Star Wars Hyperspace Mountain,Disneyland Park Paris,28,France,Europe,Disney
Autopia,Disneyland Park Paris,27,France,Europe,Disney
Disneyland Railroad (Fantasyland),Disneyland Park Paris,27,France,Europe,Disney
"IllusiO, A Magical Destiny",Futuroscope,37,France,Europe,Compagnie des Alpes
Destination Mars,Futuroscope,33,France,Europe,Compagnie des Alpes
The Extraordinary Journey,Futuroscope,31,France,Europe,Compagnie des Alpes
Tornado Chasers,Futuroscope,27,France,Europe,Compagnie des Alpes
Dances with Robots,Futuroscope,25,France,Europe,Compagnie des Alpes
"Arthur, the 4D Adventure",Futuroscope,23,France,Europe,Compagnie des Alpes
The Time Machine,Futuroscope,23,France,Europe,Compagnie des Alpes
Chocs Cosmiques,Futuroscope,18,France,Europe,Compagnie des Alpes
Dynamic Vienne,Futuroscope,17,France,Europe,Compagnie des Alpes
Dynamic!,Futuroscope,17,France,Europe,Compagnie des Alpes
Down the Colorado River,Le Pal,28,France,Europe,Other
The Canadian River,Le Pal,24,France,Europe,Other
Yukon Quad,Le Pal,24,France,Europe,Other
Fjord Explorer,Le Pal,23,France,Europe,Other
Azteka,Le Pal,21,France,Europe,Other
Champi'folies,Le Pal,21,France,Europe,Other
The Adventurers' Train,Le Pal,21,France,Europe,Other
The Siberian Tiger,Le Pal,19,France,Europe,Other
The Sun Disc,Le Pal,17,France,Europe,Other
Voyage over the World,Le Pal,15,France,Europe,Other
King's Balloon,Le Parc du Petit Prince,32,France,Europe,Other
Thunder Stone,Le Parc du Petit Prince,29,France,Europe,Other
South Atlantik,Le Parc du Petit Prince,18,France,Europe,Other
Underwater Planet,Le Parc du Petit Prince,18,France,Europe,Other
Little Prince and Friends,Le Parc du Petit Prince,17,France,Europe,Other
Trampoline Park,Le Parc du Petit Prince,15,France,Europe,Other
The Snake,Le Parc du Petit Prince,14,France,Europe,Other
The Little Prince's Friend's House,Le Parc du Petit Prince,13,France,Europe,Other
The Fox Burrow,Le Parc du Petit Prince,12,France,Europe,Other
King's Balloon: VR Experience,Le Parc du Petit Prince,11,France,Europe,Other
Balloon,PanoraMagique,9,France,Europe,Disney
Discobelix,Parc Asterix,46,France,Europe,Compagnie des Alpes
Tonnerre 2 Zeus,Parc Asterix,43,France,Europe,Compagnie des Alpes
Toutatis,Parc Asterix,40,France,Europe,Compagnie des Alpes
OzIris,Parc Asterix,35,France,Europe,Compagnie des Alpes
Pegase Express,Parc Asterix,34,France,Europe,Compagnie des Alpes
La Trace du Hourra,Parc Asterix,26,France,Europe,Compagnie des Alpes
Le Vol d'Icare,Parc Asterix,23,France,Europe,Compagnie des Alpes
Menhir Express,Parc Asterix,22,France,Europe,Compagnie des Alpes
Goudurix,Parc Asterix,20,France,Europe,Compagnie des Alpes
L'Oxygenarium,Parc Asterix,19,France,Europe,Compagnie des Alpes
Mission Vulcania: Operation Sauvetage,Vulcania,14,France,Europe,Other
Regards sur les volcans,Vulcania,14,France,Europe,Other
Reveil des Geants d'Auvergne,Vulcania,9,France,Europe,Other
Abyss Explorer,Vulcania,8,France,Europe,Other
Namazu,Vulcania,7,France,Europe,Other
Volcans Sacres,Vulcania,7,France,Europe,Other
Dragon Ride 2,Vulcania,6,France,Europe,Other
Premier Envol,Vulcania,6,France,Europe,Other
Terre en Colere,Vulcania,6,France,Europe,Other
Bambooz River,Walibi Rhone-Alpes,29,France,Europe,Compagnie des Alpes
Gold River,Walibi Rhone-Alpes,29,France,Europe,Compagnie des Alpes
Mahuka,Walibi Rhone-Alpes,28,France,Europe,Compagnie des Alpes
Woodstock Express,Walibi Rhone-Alpes,27,France,Europe,Compagnie des Alpes
Le Totem,Walibi Rhone-Alpes,22,France,Europe,Compagnie des Alpes
Timber,Walibi Rhone-Alpes,22,France,Europe,Compagnie des Alpes
AirBoat,Walibi Rhone-Alpes,21,France,Europe,Compagnie des Alpes
Mystic,Walibi Rhone-Alpes,21,France,Europe,Compagnie des Alpes
Generator,Walibi Rhone-Alpes,17,France,Europe,Compagnie des Alpes
Surf Music,Walibi Rhone-Alpes,17,France,Europe,Compagnie des Alpes
Crush's Coaster,Walt Disney Studios Park,64,France,Europe,Disney
Spider-Man WEB Adventure,Walt Disney Studios Park,47,France,Europe,Disney
Ratatouille,Walt Disney Studios Park,43,France,Europe,Disney
RC Racer,Walt Disney Studios Park,35,France,Europe,Disney
Toy Soldiers Parachute Drop,Walt Disney Studios Park,35,France,Europe,Disney
Meet Spider Man,Walt Disney Studios Park,34,France,Europe,Disney
The Twilight Zone Tower of Terror,Walt Disney Studios Park,30,France,Europe,Disney
Avengers Assemble Flight Force,Walt Disney Studios Park,18,France,Europe,Disney
Cars Quatre Roues Rally,Walt Disney Studios Park,12,France,Europe,Disney
Cars Road Trip,Walt Disney Studios Park,12,France,Europe,Disney
Voltron Nevera,Europa Park,45,Germany,Europe,Mack Rides
Wodan Timburcoaster,Europa Park,29,Germany,Europe,Mack Rides
Arthur,Europa Park,26,Germany,Europe,Mack Rides
Blue Fire Megacoaster,Europa Park,25,Germany,Europe,Mack Rides
Eurosat CanCan Coaster,Europa Park,25,Germany,Europe,Mack Rides
Silver Star,Europa Park,21,Germany,Europe,Mack Rides
Voletarium,Europa Park,21,Germany,Europe,Mack Rides
Matterhorn Blitz,Europa Park,20,Germany,Europe,Mack Rides
Swiss Bob Run,Europa Park,20,Germany,Europe,Mack Rides
Poseidon,Europa Park,18,Germany,Europe,Mack Rides
Colossos Kampf der Giganten,Heide Park,36,Germany,Europe,Merlin
Damonen Gruft,Heide Park,25,Germany,Europe,Merlin
Flug der Damonen,Heide Park,25,Germany,Europe,Merlin
Krake,Heide Park,25,Germany,Europe,Merlin
Bobbahn,Heide Park,23,Germany,Europe,Merlin
Toxic Garden,Heide Park,21,Germany,Europe,Merlin
Wildwasserbahn,Heide Park,21,Germany,Europe,Merlin
Desert Race,Heide Park,19,Germany,Europe,Merlin
Big Loop,Heide Park,17,Germany,Europe,Merlin
Ghostbusters 5D,Heide Park,17,Germany,Europe,Merlin
Wickie Splash,Holiday Park,23,Germany,Europe,Plopsa
The Big Wave,Holiday Park,20,Germany,Europe,Plopsa
Wickie Playground,Holiday Park,20,Germany,Europe,Plopsa
Expedition GeForce,Holiday Park,16,Germany,Europe,Plopsa
Sky Fly,Holiday Park,14,Germany,Europe,Plopsa
Splash Battle,Holiday Park,14,Germany,Europe,Plopsa
DinoSplash,Holiday Park,12,Germany,Europe,Plopsa
Free Fall Tower,Holiday Park,10,Germany,Europe,Plopsa
Tabaluga's Roller Coaster,Holiday Park,9,Germany,Europe,Plopsa
Sky Scream,Holiday Park,8,Germany,Europe,Plopsa
Jungle X-pedition,Legoland Deutschland,27,Germany,Europe,Merlin
Flying Ninjago,Legoland Deutschland,26,Germany,Europe,Merlin
Fire Dragon,Legoland Deutschland,25,Germany,Europe,Merlin
The Great Lego Race,Legoland Deutschland,25,Germany,Europe,Merlin
Maximus: The Guardian's Flight,Legoland Deutschland,24,Germany,Europe,Merlin
Dragon Hunt,Legoland Deutschland,23,Germany,Europe,Merlin
Atlantis,Legoland Deutschland,22,Germany,Europe,Merlin
Pedal-A-Car,Legoland Deutschland,22,Germany,Europe,Merlin
Harbour Cruise,Legoland Deutschland,21,Germany,Europe,Merlin
Lego Ninjago The Ride,Legoland Deutschland,18,Germany,Europe,Merlin
Van Helsing's Factory,Movie Park Germany,25,Germany,Europe,Parques Reunidos
Star Trek Operation Enterprise,Movie Park Germany,20,Germany,Europe,Parques Reunidos
Iron Claw,Movie Park Germany,19,Germany,Europe,Parques Reunidos
Movie Park Studio Tour,Movie Park Germany,19,Germany,Europe,Parques Reunidos
Bandit,Movie Park Germany,19,Germany,Europe,Parques Reunidos
Dora's Big River Adventure,Movie Park Germany,18,Germany,Europe,Parques Reunidos
Area 51,Movie Park Germany,16,Germany,Europe,Parques Reunidos
Ghost Chasers,Movie Park Germany,16,Germany,Europe,Parques Reunidos
The Lost Temple,Movie Park Germany,16,Germany,Europe,Parques Reunidos
Excalibur,Movie Park Germany,15,Germany,Europe,Parques Reunidos
Taron,Phantasialand,33,Germany,Europe,Other
FLY,Phantasialand,29,Germany,Europe,Other
River Quest,Phantasialand,28,Germany,Europe,Other
Crazy Bats,Phantasialand,23,Germany,Europe,Other
Black Mamba,Phantasialand,18,Germany,Europe,Other
Colorado Adventure,Phantasialand,18,Germany,Europe,Other
Winjas Fear,Phantasialand,18,Germany,Europe,Other
Winjas Force,Phantasialand,18,Germany,Europe,Other
Maus au Chocolat,Phantasialand,17,Germany,Europe,Other
Raik,Phantasialand,17,Germany,Europe,Other
Vinter Rytt,Rulantica,22,Germany,Europe,Mack Rides
Svalgur Rytt,Rulantica,21,Germany,Europe,Mack Rides
Stormvind,Rulantica,13,Germany,Europe,Mack Rides
Tva Fall,Rulantica,10,Germany,Europe,Mack Rides
Hugin,Rulantica,9,Germany,Europe,Mack Rides
Munin,Rulantica,9,Germany,Europe,Mack Rides
Vikinglop,Rulantica,9,Germany,Europe,Mack Rides
Snorri's Saga,Rulantica,8,Germany,Europe,Mack Rides
Dugdrob,Rulantica,7,Germany,Europe,Mack Rides
Vildfal,Rulantica,7,Germany,Europe,Mack Rides
Meet LinaBell at Duffy and Friends Play House,Hong Kong Disneyland,73,Hong Kong,Asia,Disney
Meet CookieAnn at Duffy and Friends Play House,Hong Kong Disneyland,47,Hong Kong,Asia,Disney
The Royal Reception Hall,Hong Kong Disneyland,44,Hong Kong,Asia,Disney
Meet StellaLou at Duffy and Friends Play House,Hong Kong Disneyland,41,Hong Kong,Asia,Disney
Meet Gelatoni at Duffy and Friends Play House,Hong Kong Disneyland,40,Hong Kong,Asia,Disney
Meet Duffy at Duffy and Friends Play House,Hong Kong Disneyland,39,Hong Kong,Asia,Disney
Meet 'Olu Mel at Duffy and Friends Play House,Hong Kong Disneyland,36,Hong Kong,Asia,Disney
Frozen Ever After,Hong Kong Disneyland,35,Hong Kong,Asia,Disney
Meet ShellieMay at Duffy and Friends Play House,Hong Kong Disneyland,35,Hong Kong,Asia,Disney
Wandering Oaken's Sliding Sleighs,Hong Kong Disneyland,34,Hong Kong,Asia,Disney
Jumanji: The Adventure,Gardaland,39,Italy,Europe,Merlin
Kung Fu Panda Master,Gardaland,32,Italy,Europe,Merlin
Mammut,Gardaland,24,Italy,Europe,Merlin
Wolf Legend,Gardaland,22,Italy,Europe,Merlin
Colorado Boat,Gardaland,19,Italy,Europe,Merlin
Fuga de Atlantide,Gardaland,19,Italy,Europe,Merlin
Oblivion The Black Hole,Gardaland,19,Italy,Europe,Merlin
Raptor,Gardaland,18,Italy,Europe,Merlin
Blue Tornado,Gardaland,15,Italy,Europe,Merlin
Shaman,Gardaland,14,Italy,Europe,Merlin
Lego Factory Tour,Legoland Japan,16,Japan,Asia,Merlin
Coastguard HQ,Legoland Japan,14,Japan,Asia,Merlin
Dragon's Apprentice,Legoland Japan,11,Japan,Asia,Merlin
Merlin's Flying Machines,Legoland Japan,11,Japan,Asia,Merlin
Kai's Sky Masters,Legoland Japan,10,Japan,Asia,Merlin
Observation Tower,Legoland Japan,9,Japan,Asia,Merlin
Flying Ninjago,Legoland Japan,8,Japan,Asia,Merlin
Jr Driving School,Legoland Japan,8,Japan,Asia,Merlin
Rescue Academy,Legoland Japan,8,Japan,Asia,Merlin
SQUID Surfer,Legoland Japan,8,Japan,Asia,Merlin
Enchanted Tale of Beauty and the Beast,Tokyo Disneyland,69,Japan,Asia,Disney
Splash Mountain,Tokyo Disneyland,43,Japan,Asia,Disney
The Happy Ride with Baymax,Tokyo Disneyland,43,Japan,Asia,Disney
Space Mountain,Tokyo Disneyland,39,Japan,Asia,Disney
Pooh's Hunny Hunt,Tokyo Disneyland,33,Japan,Asia,Disney
Big Thunder Mountain,Tokyo Disneyland,32,Japan,Asia,Disney
Monsters Inc Ride and Go Seek,Tokyo Disneyland,32,Japan,Asia,Disney
Haunted Mansion,Tokyo Disneyland,25,Japan,Asia,Disney
Buzz Lightyear's Astro Blasters,Tokyo Disneyland,24,Japan,Asia,Disney
Dumbo the Flying Elephant,Tokyo Disneyland,23,Japan,Asia,Disney
Soaring: Fantastic Flight,Tokyo DisneySea,82,Japan,Asia,Disney
